Epoch: 1, Idx: 1, Training Loss: 0.6833, Training Accuracy: 0.59%
Epoch: 1, Idx: 2, Training Loss: 0.7180, Training Accuracy: 0.38%
Epoch: 1, Idx: 3, Training Loss: 0.6638, Training Accuracy: 0.72%
Epoch: 1, Idx: 4, Training Loss: 0.6913, Training Accuracy: 0.53%
Epoch: 1, Idx: 5, Training Loss: 0.7119, Training Accuracy: 0.41%
Epoch: 1, Idx: 6, Training Loss: 0.6919, Training Accuracy: 0.53%
Epoch: 1, Idx: 7, Training Loss: 0.7005, Training Accuracy: 0.47%
Epoch: 1, Idx: 8, Training Loss: 0.6870, Training Accuracy: 0.56%
Epoch: 1, Idx: 9, Training Loss: 0.7048, Training Accuracy: 0.44%
Epoch: 1, Idx: 10, Training Loss: 0.6804, Training Accuracy: 0.62%
Epoch: 1, Idx: 11, Training Loss: 0.6875, Training Accuracy: 0.56%
Epoch: 1, Idx: 12, Training Loss: 0.6914, Training Accuracy: 0.53%
Epoch: 1, Idx: 13, Training Loss: 0.6839, Training Accuracy: 0.59%
Epoch: 1, Idx: 14, Training Loss: 0.6910, Training Accuracy: 0.53%
Epoch: 1, Idx: 15, Training Loss: 0.6981, Training Accuracy: 0.47%
Epoch: 1, Idx: 16, Training Loss: 0.6982, Training Accuracy: 0.47%
Epoch: 1, Idx: 17, Training Loss: 0.6948, Training Accuracy: 0.50%
Epoch: 1, Idx: 18, Training Loss: 0.6941, Training Accuracy: 0.50%
Epoch: 1, Idx: 19, Training Loss: 0.7004, Training Accuracy: 0.44%
Epoch: 1, Idx: 20, Training Loss: 0.6970, Training Accuracy: 0.47%
Epoch: 1, Idx: 21, Training Loss: 0.6936, Training Accuracy: 0.50%
Epoch: 1, Idx: 22, Training Loss: 0.6951, Training Accuracy: 0.47%
Epoch: 1, Idx: 23, Training Loss: 0.6917, Training Accuracy: 0.53%
Epoch: 1, Idx: 24, Training Loss: 0.6962, Training Accuracy: 0.41%
Epoch: 1, Idx: 25, Training Loss: 0.6955, Training Accuracy: 0.38%
Epoch: 1, Idx: 26, Training Loss: 0.6928, Training Accuracy: 0.62%
Epoch: 1, Idx: 27, Training Loss: 0.6910, Training Accuracy: 0.59%
Epoch: 1, Idx: 28, Training Loss: 0.6925, Training Accuracy: 0.50%
Epoch: 1, Idx: 29, Training Loss: 0.7005, Training Accuracy: 0.38%
Epoch: 1, Idx: 30, Training Loss: 0.7026, Training Accuracy: 0.38%
Epoch: 1, Idx: 31, Training Loss: 0.6844, Training Accuracy: 0.62%
Epoch: 1, Idx: 32, Training Loss: 0.6932, Training Accuracy: 0.50%
Epoch: 1, Idx: 33, Training Loss: 0.6915, Training Accuracy: 0.53%
Epoch: 1, Idx: 34, Training Loss: 0.7041, Training Accuracy: 0.38%
Epoch: 1, Idx: 35, Training Loss: 0.6846, Training Accuracy: 0.59%
Epoch: 1, Idx: 36, Training Loss: 0.6978, Training Accuracy: 0.44%
Epoch: 1, Idx: 37, Training Loss: 0.6958, Training Accuracy: 0.47%
Epoch: 1, Idx: 38, Training Loss: 0.6912, Training Accuracy: 0.53%
Epoch: 1, Idx: 39, Training Loss: 0.6901, Training Accuracy: 0.53%
Epoch: 1, Idx: 40, Training Loss: 0.6877, Training Accuracy: 0.56%
Epoch: 1, Idx: 41, Training Loss: 0.6830, Training Accuracy: 0.62%
Epoch: 1, Idx: 42, Training Loss: 0.6916, Training Accuracy: 0.50%
Epoch: 1, Idx: 43, Training Loss: 0.6930, Training Accuracy: 0.50%
Epoch: 1, Idx: 44, Training Loss: 0.6879, Training Accuracy: 0.56%
Epoch: 1, Idx: 45, Training Loss: 0.6954, Training Accuracy: 0.47%
Epoch: 1, Idx: 46, Training Loss: 0.6868, Training Accuracy: 0.56%
Epoch: 1, Idx: 47, Training Loss: 0.7068, Training Accuracy: 0.31%
Epoch: 1, Idx: 48, Training Loss: 0.6841, Training Accuracy: 0.62%
Epoch: 1, Idx: 49, Training Loss: 0.6841, Training Accuracy: 0.59%
Epoch: 1, Idx: 50, Training Loss: 0.6902, Training Accuracy: 0.50%
Epoch: 1, Idx: 51, Training Loss: 0.6757, Training Accuracy: 0.62%
Epoch: 1, Idx: 52, Training Loss: 0.6765, Training Accuracy: 0.66%
Epoch: 1, Idx: 53, Training Loss: 0.6836, Training Accuracy: 0.59%
Epoch: 1, Idx: 54, Training Loss: 0.6967, Training Accuracy: 0.47%
Epoch: 1, Idx: 55, Training Loss: 0.6908, Training Accuracy: 0.44%
Epoch: 1, Idx: 56, Training Loss: 0.6820, Training Accuracy: 0.53%
Epoch: 1, Idx: 57, Training Loss: 0.7048, Training Accuracy: 0.38%
Epoch: 1, Idx: 58, Training Loss: 0.6715, Training Accuracy: 0.62%
Epoch: 1, Idx: 59, Training Loss: 0.6630, Training Accuracy: 0.66%
Epoch: 1, Idx: 60, Training Loss: 0.6833, Training Accuracy: 0.53%
Epoch: 1, Idx: 61, Training Loss: 0.6884, Training Accuracy: 0.53%
Epoch: 1, Idx: 62, Training Loss: 0.6775, Training Accuracy: 0.56%
Epoch: 1, Idx: 63, Training Loss: 0.7015, Training Accuracy: 0.41%
Epoch: 1, Idx: 64, Training Loss: 0.6795, Training Accuracy: 0.56%
Epoch: 1, Idx: 65, Training Loss: 0.6870, Training Accuracy: 0.50%
Epoch: 1, Idx: 66, Training Loss: 0.6913, Training Accuracy: 0.41%
Epoch: 1, Idx: 67, Training Loss: 0.6699, Training Accuracy: 0.66%
Epoch: 1, Idx: 68, Training Loss: 0.6760, Training Accuracy: 0.56%
Epoch: 1, Idx: 69, Training Loss: 0.6810, Training Accuracy: 0.59%
Epoch: 1, Idx: 70, Training Loss: 0.6691, Training Accuracy: 0.75%
Epoch: 1, Idx: 71, Training Loss: 0.6845, Training Accuracy: 0.50%
Epoch: 1, Idx: 72, Training Loss: 0.6804, Training Accuracy: 0.59%
Epoch: 1, Idx: 73, Training Loss: 0.6753, Training Accuracy: 0.59%
Epoch: 1, Idx: 74, Training Loss: 0.6575, Training Accuracy: 0.78%
Epoch: 1, Idx: 75, Training Loss: 0.6730, Training Accuracy: 0.56%
Epoch: 1, Idx: 76, Training Loss: 0.6539, Training Accuracy: 0.72%
Epoch: 1, Idx: 77, Training Loss: 0.6572, Training Accuracy: 0.66%
Epoch: 1, Idx: 78, Training Loss: 0.6389, Training Accuracy: 0.72%
Epoch: 1, Idx: 79, Training Loss: 0.6266, Training Accuracy: 0.84%
Epoch: 1, Idx: 80, Training Loss: 0.6212, Training Accuracy: 0.78%
Epoch: 1, Idx: 81, Training Loss: 0.6338, Training Accuracy: 0.72%
Epoch: 1, Idx: 82, Training Loss: 0.6464, Training Accuracy: 0.66%
Epoch: 1, Idx: 83, Training Loss: 0.6165, Training Accuracy: 0.75%
Epoch: 1, Idx: 84, Training Loss: 0.6525, Training Accuracy: 0.62%
Epoch: 1, Idx: 85, Training Loss: 0.6272, Training Accuracy: 0.59%
Epoch: 1, Idx: 86, Training Loss: 0.6547, Training Accuracy: 0.62%
Epoch: 1, Idx: 87, Training Loss: 0.6248, Training Accuracy: 0.66%
Epoch: 1, Idx: 88, Training Loss: 0.6303, Training Accuracy: 0.62%
Epoch: 1, Idx: 89, Training Loss: 0.6450, Training Accuracy: 0.56%
Epoch: 1, Idx: 90, Training Loss: 0.5397, Training Accuracy: 0.66%
Epoch: 1, Idx: 91, Training Loss: 0.5935, Training Accuracy: 0.72%
Epoch: 1, Idx: 92, Training Loss: 0.5616, Training Accuracy: 0.81%
Epoch: 1, Idx: 93, Training Loss: 0.6153, Training Accuracy: 0.62%
Epoch: 1, Idx: 94, Training Loss: 0.5887, Training Accuracy: 0.62%
Epoch: 1, Idx: 95, Training Loss: 0.6137, Training Accuracy: 0.62%
Epoch: 1, Idx: 96, Training Loss: 0.4781, Training Accuracy: 0.81%
